gene,gene_id,chromosome,type
SBF1,ENSG00000100241,22,protein_coding
SUN2,ENSG00000100242,22,protein_coding
CYB5R3,ENSG00000100243,22,protein_coding
DNAL4,ENSG00000100246,22,protein_coding
C22orf31,ENSG00000100249,22,protein_coding
MIOX,ENSG00000100253,22,protein_coding
LMF2,ENSG00000100258,22,protein_coding
RHBDD3,ENSG00000100263,22,protein_coding
PACSIN2,ENSG00000100266,22,protein_coding
TTLL1,ENSG00000100271,22,protein_coding
RASL10A,ENSG00000100276,22,protein_coding
AP1B1,ENSG00000100280,22,protein_coding
HMGXB4,ENSG00000100281,22,protein_coding
TOM1,ENSG00000100284,22,protein_coding
NEFH,ENSG00000100285,22,protein_coding
CHKB,ENSG00000100288,22,protein_coding
BIK,ENSG00000100290,22,protein_coding
HMOX1,ENSG00000100292,22,protein_coding
MCAT,ENSG00000100294,22,protein_coding
THOC5,ENSG00000100296,22,protein_coding
MCM5,ENSG00000100297,22,protein_coding
APOBEC3H,ENSG00000100298,22,protein_coding
ARSA,ENSG00000100299,22,protein_coding
TSPO,ENSG00000100300,22,protein_coding
RASD2,ENSG00000100302,22,protein_coding
TTLL12,ENSG00000100304,22,protein_coding
CBX7,ENSG00000100307,22,protein_coding
PDGFB,ENSG00000100311,22,protein_coding
ACR,ENSG00000100312,22,protein_coding
CABP7,ENSG00000100314,22,protein_coding
RPL3,ENSG00000100316,22,protein_coding
ZMAT5,ENSG00000100319,22,protein_coding
RBFOX2,ENSG00000100320,22,protein_coding
SYNGR1,ENSG00000100321,22,protein_coding
TAB1,ENSG00000100324,22,protein_coding
ASCC2,ENSG00000100325,22,protein_coding
MTMR3,ENSG00000100330,22,protein_coding
MIEF1,ENSG00000100335,22,protein_coding
APOL4,ENSG00000100336,22,protein_coding
PNPLA5,ENSG00000100341,22,protein_coding
APOL1,ENSG00000100342,22,protein_coding
PNPLA3,ENSG00000100344,22,protein_coding
MYH9,ENSG00000100345,22,protein_coding
CACNA1I,ENSG00000100346,22,protein_coding
SAMM50,ENSG00000100347,22,protein_coding
TXN2,ENSG00000100348,22,protein_coding
FOXRED2,ENSG00000100350,22,protein_coding
GRAP2,ENSG00000100351,22,protein_coding
EIF3D,ENSG00000100353,22,protein_coding
TNRC6B,ENSG00000100354,22,protein_coding
SGSM3,ENSG00000100359,22,protein_coding
IFT27,ENSG00000100360,22,protein_coding
PVALB,ENSG00000100362,22,protein_coding
KIAA0930,ENSG00000100364,22,protein_coding
NCF4,ENSG00000100365,22,protein_coding
CSF2RB,ENSG00000100368,22,protein_coding
SLC25A17,ENSG00000100372,22,protein_coding
UPK3A,ENSG00000100373,22,protein_coding
FAM118A,ENSG00000100376,22,protein_coding
KCTD17,ENSG00000100379,22,protein_coding
ST13,ENSG00000100380,22,protein_coding
IL2RB,ENSG00000100385,22,protein_coding
RBX1,ENSG00000100387,22,protein_coding
EP300,ENSG00000100393,22,protein_coding
L3MBTL2,ENSG00000100395,22,protein_coding
CHADL,ENSG00000100399,22,protein_coding
RANGAP1,ENSG00000100401,22,protein_coding
ZC3H7B,ENSG00000100403,22,protein_coding
PHF5A,ENSG00000100410,22,protein_coding
ACO2,ENSG00000100412,22,protein_coding
POLR3H,ENSG00000100413,22,protein_coding
TRMU,ENSG00000100416,22,protein_coding
PMM1,ENSG00000100417,22,protein_coding
DESI1,ENSG00000100418,22,protein_coding
CERK,ENSG00000100422,22,protein_coding
BRD1,ENSG00000100425,22,protein_coding
ZBED4,ENSG00000100426,22,protein_coding
MLC1,ENSG00000100427,22,protein_coding
HDAC10,ENSG00000100429,22,protein_coding
KCNK10,ENSG00000100433,14,protein_coding
ABHD4,ENSG00000100439,14,protein_coding
KHNYN,ENSG00000100441,14,protein_coding
FKBP3,ENSG00000100442,14,protein_coding
SDR39U1,ENSG00000100445,14,protein_coding
CTSG,ENSG00000100448,14,protein_coding
GZMH,ENSG00000100450,14,protein_coding
GZMB,ENSG00000100453,14,protein_coding
RBM23,ENSG00000100461,14,protein_coding
PRMT5,ENSG00000100462,14,protein_coding
COCH,ENSG00000100473,14,protein_coding
AP4S1,ENSG00000100478,14,protein_coding
POLE2,ENSG00000100479,14,protein_coding
VCPKMT,ENSG00000100483,14,protein_coding
SOS2,ENSG00000100485,14,protein_coding
CDKL1,ENSG00000100490,14,protein_coding
NIN,ENSG00000100503,14,protein_coding
PYGL,ENSG00000100504,14,protein_coding
TRIM9,ENSG00000100505,14,protein_coding
PSMC6,ENSG00000100519,14,protein_coding
GNPNAT1,ENSG00000100522,14,protein_coding
DDHD1,ENSG00000100523,14,protein_coding
CDKN3,ENSG00000100526,14,protein_coding
CNIH1,ENSG00000100528,14,protein_coding
CGRRF1,ENSG00000100532,14,protein_coding
ATP6V1D,ENSG00000100554,14,protein_coding
PLEK2,ENSG00000100558,14,protein_coding
PIGH,ENSG00000100564,14,protein_coding
LRRC74A,ENSG00000100565,14,protein_coding
PSMA3,ENSG00000100567,14,protein_coding
VTI1B,ENSG00000100568,14,protein_coding
TIMM9,ENSG00000100575,14,protein_coding
GSTZ1,ENSG00000100577,14,protein_coding
KIAA0586,ENSG00000100578,14,protein_coding
TMED8,ENSG00000100580,14,protein_coding
SAMD15,ENSG00000100583,14,protein_coding
AHSA1,ENSG00000100591,14,protein_coding
DAAM1,ENSG00000100592,14,protein_coding
ISM2,ENSG00000100593,14,protein_coding
SPTLC2,ENSG00000100596,14,protein_coding
RIN3,ENSG00000100599,14,protein_coding
LGMN,ENSG00000100600,14,protein_coding
ALKBH1,ENSG00000100601,14,protein_coding
SNW1,ENSG00000100603,14,protein_coding
CHGA,ENSG00000100604,14,protein_coding
ITPK1,ENSG00000100605,14,protein_coding
DHRS7,ENSG00000100612,14,protein_coding
PPM1A,ENSG00000100614,14,protein_coding
SIX4,ENSG00000100625,14,protein_coding
GALNT16,ENSG00000100626,14,protein_coding
ASB2,ENSG00000100628,14,protein_coding
CEP128,ENSG00000100629,14,protein_coding
ERH,ENSG00000100632,14,protein_coding
HIF1A,ENSG00000100644,14,protein_coding
SUSD6,ENSG00000100647,14,protein_coding
SRSF5,ENSG00000100650,14,protein_coding
SLC10A1,ENSG00000100652,14,protein_coding
EIF5,ENSG00000100664,14,protein_coding
SERPINA4,ENSG00000100665,14,protein_coding
SLC8A3,ENSG00000100678,14,protein_coding
DICER1,ENSG00000100697,14,protein_coding
ZFYVE21,ENSG00000100711,14,protein_coding
MTHFD1,ENSG00000100714,14,protein_coding
TCL1A,ENSG00000100721,14,protein_coding
ZC3H14,ENSG00000100722,14,protein_coding
TELO2,ENSG00000100726,16,protein_coding
PCNX1,ENSG00000100731,14,protein_coding
BDKRB1,ENSG00000100739,14,protein_coding
GSKIP,ENSG00000100744,14,protein_coding
VRK1,ENSG00000100749,14,protein_coding
PSMC1,ENSG00000100764,14,protein_coding
PAPLN,ENSG00000100767,14,protein_coding
RPS6KA5,ENSG00000100784,14,protein_coding
PPP4R3A,ENSG00000100796,14,protein_coding
C14orf93,ENSG00000100802,14,protein_coding
PSMB5,ENSG00000100804,14,protein_coding
YY1,ENSG00000100811,14,protein_coding
ACIN1,ENSG00000100813,14,protein_coding
CCNB1IP1,ENSG00000100814,14,protein_coding
TRIP11,ENSG00000100815,14,protein_coding
APEX1,ENSG00000100823,14,protein_coding
PABPN1,ENSG00000100836,14,protein_coding
EFS,ENSG00000100842,14,protein_coding
ARHGAP5,ENSG00000100852,14,protein_coding
CINP,ENSG00000100865,14,protein_coding
DHRS2,ENSG00000100867,14,protein_coding
SRP54,ENSG00000100883,14,protein_coding
CPNE6,ENSG00000100884,14,protein_coding
CHD8,ENSG00000100888,14,protein_coding
PCK2,ENSG00000100889,14,protein_coding
DCAF11,ENSG00000100897,14,protein_coding
PSMA6,ENSG00000100902,14,protein_coding
NFKBIA,ENSG00000100906,14,protein_coding
EMC9,ENSG00000100908,14,protein_coding
PSME2,ENSG00000100911,14,protein_coding
BRMS1L,ENSG00000100916,14,protein_coding
REC8,ENSG00000100918,14,protein_coding
TM9SF1,ENSG00000100926,14,protein_coding
SEC23A,ENSG00000100934,14,protein_coding
GMPR2,ENSG00000100938,14,protein_coding
PNN,ENSG00000100941,14,protein_coding
RABGGTA,ENSG00000100949,14,protein_coding
NFATC4,ENSG00000100968,14,protein_coding
PLTP,ENSG00000100979,20,protein_coding
PCIF1,ENSG00000100982,20,protein_coding
GSS,ENSG00000100983,20,protein_coding
MMP9,ENSG00000100985,20,protein_coding
VSX1,ENSG00000100987,20,protein_coding
TRPC4AP,ENSG00000100991,20,protein_coding
PYGB,ENSG00000100994,20,protein_coding
ABHD12,ENSG00000100997,20,protein_coding
PROCR,ENSG00000101000,20,protein_coding
GINS1,ENSG00000101003,20,protein_coding
NINL,ENSG00000101004,20,protein_coding
CD40,ENSG00000101017,20,protein_coding
UQCC1,ENSG00000101019,20,protein_coding
ZMYND8,ENSG00000101040,20,protein_coding
SGK2,ENSG00000101049,20,protein_coding
IFT52,ENSG00000101052,20,protein_coding
MYBL2,ENSG00000101057,20,protein_coding
R3HDML,ENSG00000101074,20,protein_coding
HNF4A,ENSG00000101076,20,protein_coding
NDRG3,ENSG00000101079,20,protein_coding
SLA2,ENSG00000101082,20,protein_coding
NFATC2,ENSG00000101096,20,protein_coding
RIMS4,ENSG00000101098,20,protein_coding
PABPC1L,ENSG00000101104,20,protein_coding
STK4,ENSG00000101109,20,protein_coding
SALL4,ENSG00000101115,20,protein_coding
ADNP,ENSG00000101126,20,protein_coding
PFDN4,ENSG00000101132,20,protein_coding
DOK5,ENSG00000101134,20,protein_coding
CSTF1,ENSG00000101138,20,protein_coding
BMP7,ENSG00000101144,20,protein_coding
RAE1,ENSG00000101146,20,protein_coding
TPD52L2,ENSG00000101150,20,protein_coding
DNAJC5,ENSG00000101152,20,protein_coding
NELFCD,ENSG00000101158,20,protein_coding
CTSZ,ENSG00000101160,20,protein_coding
PRPF6,ENSG00000101161,20,protein_coding
TUBB1,ENSG00000101162,20,protein_coding
PRELID3B,ENSG00000101166,20,protein_coding
HRH3,ENSG00000101180,20,protein_coding
MTG2,ENSG00000101181,20,protein_coding
PSMA7,ENSG00000101182,20,protein_coding
SLCO4A1,ENSG00000101187,20,protein_coding
NTSR1,ENSG00000101188,20,protein_coding
MRGBP,ENSG00000101189,20,protein_coding
TCFL5,ENSG00000101190,20,protein_coding
DIDO1,ENSG00000101191,20,protein_coding
GID8,ENSG00000101193,20,protein_coding
SLC17A9,ENSG00000101194,20,protein_coding
BIRC7,ENSG00000101197,20,protein_coding
NKAIN4,ENSG00000101198,20,protein_coding
ARFGAP1,ENSG00000101199,20,protein_coding
AVP,ENSG00000101200,20,protein_coding
COL20A1,ENSG00000101203,20,protein_coding
CHRNA4,ENSG00000101204,20,protein_coding
EEF1A2,ENSG00000101210,20,protein_coding
PTK6,ENSG00000101213,20,protein_coding
GMEB2,ENSG00000101216,20,protein_coding
C20orf27,ENSG00000101220,20,protein_coding
SPEF1,ENSG00000101222,20,protein_coding
CDC25B,ENSG00000101224,20,protein_coding
ISM1,ENSG00000101230,20,protein_coding
RNF24,ENSG00000101236,20,protein_coding
ARFRP1,ENSG00000101246,20,protein_coding
NDUFAF5,ENSG00000101247,20,protein_coding
SEL1L2,ENSG00000101251,20,protein_coding
TRIB3,ENSG00000101255,20,protein_coding
RASSF2,ENSG00000101265,20,protein_coding
CSNK2A1,ENSG00000101266,20,protein_coding
SLC52A3,ENSG00000101276,20,protein_coding
ANGPT4,ENSG00000101280,20,protein_coding
RSPO4,ENSG00000101282,20,protein_coding
CDS2,ENSG00000101290,20,protein_coding
PROKR2,ENSG00000101292,20,protein_coding
HM13,ENSG00000101294,20,protein_coding
SNPH,ENSG00000101298,20,protein_coding
MYLK2,ENSG00000101306,20,protein_coding
SIRPB1,ENSG00000101307,20,protein_coding
SEC23B,ENSG00000101310,20,protein_coding
FERMT1,ENSG00000101311,20,protein_coding
HAO1,ENSG00000101323,20,protein_coding
PDYN,ENSG00000101327,20,protein_coding
CCM2L,ENSG00000101331,20,protein_coding
PLCB4,ENSG00000101333,20,protein_coding
MYL9,ENSG00000101335,20,protein_coding
HCK,ENSG00000101336,20,protein_coding
TM9SF4,ENSG00000101337,20,protein_coding
TLDC2,ENSG00000101342,20,protein_coding
CRNKL1,ENSG00000101343,20,protein_coding
POFUT1,ENSG00000101346,20,protein_coding
SAMHD1,ENSG00000101347,20,protein_coding
PAK5,ENSG00000101349,20,protein_coding
KIF3B,ENSG00000101350,20,protein_coding
MROH8,ENSG00000101353,20,protein_coding
NOP56,ENSG00000101361,20,protein_coding
MANBAL,ENSG00000101363,20,protein_coding
IDH3B,ENSG00000101365,20,protein_coding
MAPRE1,ENSG00000101367,20,protein_coding
JAG1,ENSG00000101384,20,protein_coding
CDK5RAP1,ENSG00000101391,20,protein_coding
SNTA1,ENSG00000101400,20,protein_coding
OXT,ENSG00000101405,20,protein_coding
TTI1,ENSG00000101407,20,protein_coding
E2F1,ENSG00000101412,20,protein_coding
RPRD1B,ENSG00000101413,20,protein_coding
PXMP4,ENSG00000101417,20,protein_coding
CHMP4B,ENSG00000101421,20,protein_coding
BPI,ENSG00000101425,20,protein_coding
CST9L,ENSG00000101435,20,protein_coding
SLC32A1,ENSG00000101438,20,protein_coding
CST3,ENSG00000101439,20,protein_coding
ASIP,ENSG00000101440,20,protein_coding
CST4,ENSG00000101441,20,protein_coding
ACTR5,ENSG00000101442,20,protein_coding
WFDC2,ENSG00000101443,20,protein_coding
AHCY,ENSG00000101444,20,protein_coding
PPP1R16B,ENSG00000101445,20,protein_coding
SPINT3,ENSG00000101446,20,protein_coding
FAM83D,ENSG00000101447,20,protein_coding
EPPIN,ENSG00000101448,20,protein_coding
DHX35,ENSG00000101452,20,protein_coding
DNTTIP1,ENSG00000101457,20,protein_coding
MAP1LC3A,ENSG00000101460,20,protein_coding
SYNDIG1,ENSG00000101463,20,protein_coding
PIGU,ENSG00000101464,20,protein_coding
TNNC2,ENSG00000101470,20,protein_coding
ACOT8,ENSG00000101473,20,protein_coding
APMAP,ENSG00000101474,20,protein_coding
CELF4,ENSG00000101489,18,protein_coding
ZNF516,ENSG00000101493,18,protein_coding
CDH20,ENSG00000101542,18,protein_coding
ADNP2,ENSG00000101544,18,protein_coding
RBFA,ENSG00000101546,18,protein_coding
USP14,ENSG00000101557,18,protein_coding
VAPA,ENSG00000101558,18,protein_coding
METTL4,ENSG00000101574,18,protein_coding
LPIN2,ENSG00000101577,18,protein_coding
SMCHD1,ENSG00000101596,18,protein_coding
MYOM1,ENSG00000101605,18,protein_coding
MYL12A,ENSG00000101608,18,protein_coding
CEP76,ENSG00000101624,18,protein_coding
ST8SIA5,ENSG00000101638,18,protein_coding
CEP192,ENSG00000101639,18,protein_coding
RNMT,ENSG00000101654,18,protein_coding
SMAD7,ENSG00000101665,18,protein_coding
LIPG,ENSG00000101670,18,protein_coding
LAMA1,ENSG00000101680,18,protein_coding
RNF125,ENSG00000101695,18,protein_coding
ANKRD12,ENSG00000101745,18,protein_coding
NOL4,ENSG00000101746,18,protein_coding
POLI,ENSG00000101751,18,protein_coding
MIB1,ENSG00000101752,18,protein_coding
RBBP8,ENSG00000101773,18,protein_coding
RIOK3,ENSG00000101782,18,protein_coding
CSTF2,ENSG00000101811,X,protein_coding
MXRA5,ENSG00000101825,X,protein_coding
VSIG1,ENSG00000101842,X,protein_coding
PSMD10,ENSG00000101843,X,protein_coding
ATG4A,ENSG00000101844,X,protein_coding
STS,ENSG00000101846,X,protein_coding
TBL1X,ENSG00000101849,X,protein_coding
GPR143,ENSG00000101850,X,protein_coding
PGRMC1,ENSG00000101856,X,protein_coding
POLA1,ENSG00000101868,X,protein_coding
MID1,ENSG00000101871,X,protein_coding
NKAP,ENSG00000101882,X,protein_coding
RHOXF1,ENSG00000101883,X,protein_coding
NXT2,ENSG00000101888,X,protein_coding
GUCY2F,ENSG00000101890,X,protein_coding
ATP1B4,ENSG00000101892,X,protein_coding
ALG13,ENSG00000101901,X,protein_coding
PRPS2,ENSG00000101911,X,protein_coding
TLR8,ENSG00000101916,X,protein_coding
MOSPD1,ENSG00000101928,X,protein_coding
AMMECR1,ENSG00000101935,X,protein_coding
CHRDL1,ENSG00000101938,X,protein_coding
WDR13,ENSG00000101940,X,protein_coding
SUV39H1,ENSG00000101945,X,protein_coding
PAGE4,ENSG00000101951,X,protein_coding
SRPX,ENSG00000101955,X,protein_coding
GLRA2,ENSG00000101958,X,protein_coding
XIAP,ENSG00000101966,X,protein_coding
STAG2,ENSG00000101972,X,protein_coding
ATP11C,ENSG00000101974,X,protein_coding
MCF2,ENSG00000101977,X,protein_coding
F9,ENSG00000101981,X,protein_coding
ABCD1,ENSG00000101986,X,protein_coding
CCDC22,ENSG00000101997,X,protein_coding
CACNA1F,ENSG00000102001,X,protein_coding
SYP,ENSG00000102003,X,protein_coding
PLP2,ENSG00000102007,X,protein_coding
BMX,ENSG00000102010,X,protein_coding
LUZP4,ENSG00000102021,X,protein_coding
PLS3,ENSG00000102024,X,protein_coding
NAA10,ENSG00000102030,X,protein_coding
RENBP,ENSG00000102032,X,protein_coding
ELF4,ENSG00000102034,X,protein_coding
SMARCA1,ENSG00000102038,X,protein_coding
MTMR8,ENSG00000102043,X,protein_coding
ASB9,ENSG00000102048,X,protein_coding
ZC3H12B,ENSG00000102053,X,protein_coding
RBBP7,ENSG00000102054,X,protein_coding
KCND1,ENSG00000102057,X,protein_coding
OPN1LW,ENSG00000102076,X,protein_coding
SLC25A14,ENSG00000102078,X,protein_coding
FMR1,ENSG00000102081,X,protein_coding
PIM2,ENSG00000102096,X,protein_coding
SCML2,ENSG00000102098,X,protein_coding
SLC35A2,ENSG00000102100,X,protein_coding
PQBP1,ENSG00000102103,X,protein_coding
RS1,ENSG00000102104,X,protein_coding
PCSK1N,ENSG00000102109,X,protein_coding
EMD,ENSG00000102119,X,protein_coding
RAB40AL,ENSG00000102128,X,protein_coding
PGK1,ENSG00000102144,X,protein_coding
GATA1,ENSG00000102145,X,protein_coding
MAGT1,ENSG00000102158,X,protein_coding
SMS,ENSG00000102172,X,protein_coding
PHEX,ENSG00000102174,X,protein_coding
UBL4A,ENSG00000102178,X,protein_coding
CD99L2,ENSG00000102181,X,protein_coding
EEA1,ENSG00000102189,12,protein_coding
GPR50,ENSG00000102195,X,protein_coding
RP2,ENSG00000102218,X,protein_coding
JADE3,ENSG00000102221,X,protein_coding
CDK16,ENSG00000102225,X,protein_coding
USP11,ENSG00000102226,X,protein_coding
PCYT1B,ENSG00000102230,X,protein_coding
BRS3,ENSG00000102239,X,protein_coding
HTATSF1,ENSG00000102241,X,protein_coding
VGLL1,ENSG00000102243,X,protein_coding
CD40LG,ENSG00000102245,X,protein_coding
TIMP1,ENSG00000102265,X,protein_coding
KLHL4,ENSG00000102271,X,protein_coding
GABRE,ENSG00000102287,X,protein_coding
PCDH11X,ENSG00000102290,X,protein_coding
FGD1,ENSG00000102302,X,protein_coding
PIN4,ENSG00000102309,X,protein_coding
PORCN,ENSG00000102312,X,protein_coding
ITIH6,ENSG00000102313,X,protein_coding
MAGED2,ENSG00000102316,X,protein_coding
RBM3,ENSG00000102317,X,protein_coding
KLF8,ENSG00000102349,X,protein_coding
SRPX2,ENSG00000102359,X,protein_coding
SYTL4,ENSG00000102362,X,protein_coding
ZDHHC15,ENSG00000102383,X,protein_coding
CENPI,ENSG00000102384,X,protein_coding
DRP2,ENSG00000102385,X,protein_coding
TAF7L,ENSG00000102387,X,protein_coding
PBDC1,ENSG00000102390,X,protein_coding
GLA,ENSG00000102393,X,protein_coding
ARMCX3,ENSG00000102401,X,protein_coding
BEX4,ENSG00000102409,X,protein_coding
RUBCNL,ENSG00000102445,13,protein_coding
NALCN,ENSG00000102452,13,protein_coding
FGF14,ENSG00000102466,13,protein_coding
HTR2A,ENSG00000102468,13,protein_coding
NDFIP2,ENSG00000102471,13,protein_coding
TNFSF13B,ENSG00000102524,13,protein_coding
FNDC3A,ENSG00000102531,13,protein_coding
MLNR,ENSG00000102539,13,protein_coding
CDADC1,ENSG00000102543,13,protein_coding
CAB39L,ENSG00000102547,13,protein_coding
KLF5,ENSG00000102554,13,protein_coding
STK24,ENSG00000102572,13,protein_coding
ACP5,ENSG00000102575,19,protein_coding
DNAJC3,ENSG00000102580,13,protein_coding
UGGT2,ENSG00000102595,13,protein_coding
ARHGEF7,ENSG00000102606,13,protein_coding
FGF9,ENSG00000102678,13,protein_coding
SGCG,ENSG00000102683,13,protein_coding
PARP4,ENSG00000102699,13,protein_coding
SUPT20H,ENSG00000102710,13,protein_coding
MRPS31,ENSG00000102738,13,protein_coding
SLC25A15,ENSG00000102743,13,protein_coding
KPNA3,ENSG00000102753,13,protein_coding
FLT1,ENSG00000102755,13,protein_coding
RGCC,ENSG00000102760,13,protein_coding
VWA8,ENSG00000102763,13,protein_coding
DGKH,ENSG00000102780,13,protein_coding
KATNAL1,ENSG00000102781,13,protein_coding
INTS6,ENSG00000102786,13,protein_coding
ACOD1,ENSG00000102794,13,protein_coding
DHRS12,ENSG00000102796,13,protein_coding
MEDAG,ENSG00000102802,13,protein_coding
TSC22D1,ENSG00000102804,13,protein_coding
CLN5,ENSG00000102805,13,protein_coding
OLFM4,ENSG00000102837,13,protein_coding
MSLN,ENSG00000102854,16,protein_coding
MGRN1,ENSG00000102858,16,protein_coding
ZNF629,ENSG00000102870,16,protein_coding
TRADD,ENSG00000102871,16,protein_coding
HSF4,ENSG00000102878,16,protein_coding
CORO1A,ENSG00000102879,16,protein_coding
MAPK3,ENSG00000102882,16,protein_coding
GDPD3,ENSG00000102886,16,protein_coding
ELMO3,ENSG00000102890,16,protein_coding
MT4,ENSG00000102891,16,protein_coding
PHKB,ENSG00000102893,16,protein_coding
LYRM1,ENSG00000102897,16,protein_coding
NUTF2,ENSG00000102898,16,protein_coding
NUP93,ENSG00000102900,16,protein_coding
CENPT,ENSG00000102901,16,protein_coding
TSNAXIP1,ENSG00000102904,16,protein_coding
NFAT5,ENSG00000102908,16,protein_coding
LONP2,ENSG00000102910,16,protein_coding
N4BP1,ENSG00000102921,16,protein_coding
CBLN1,ENSG00000102924,16,protein_coding
ARL2BP,ENSG00000102931,16,protein_coding
PLLP,ENSG00000102934,16,protein_coding
ZNF423,ENSG00000102935,16,protein_coding
CCL22,ENSG00000102962,16,protein_coding
DHODH,ENSG00000102967,16,protein_coding
CCL17,ENSG00000102970,16,protein_coding
CTCF,ENSG00000102974,16,protein_coding
ACD,ENSG00000102977,16,protein_coding
POLR2C,ENSG00000102978,16,protein_coding
PARD6A,ENSG00000102981,16,protein_coding
ZNF821,ENSG00000102984,16,protein_coding
MMP15,ENSG00000102996,16,protein_coding
USB1,ENSG00000103005,16,protein_coding
CYB5B,ENSG00000103018,16,protein_coding
CCDC113,ENSG00000103021,16,protein_coding
PRSS54,ENSG00000103023,16,protein_coding
NME3,ENSG00000103024,16,protein_coding
NDRG4,ENSG00000103034,16,protein_coding
PSMD7,ENSG00000103035,16,protein_coding
SETD6,ENSG00000103037,16,protein_coding
SLC38A7,ENSG00000103042,16,protein_coding
VAC14,ENSG00000103043,16,protein_coding
HAS3,ENSG00000103044,16,protein_coding
TANGO6,ENSG00000103047,16,protein_coding
COG4,ENSG00000103051,16,protein_coding
SMPD3,ENSG00000103056,16,protein_coding
