,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
1219,1219,SRPK2,0.0002348561113905,OCD,ENSG00000135250,Tier 1,SRPK2,7,104751151.0,105039755.0,-1.0,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],1.0,1.0,0.6,0.6
1219,1219,SRPK2,0.0002348561113905,Schizophrenia,ENSG00000135250,Tier 1,SRPK2,7,104751151.0,105039755.0,-1.0,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],1.0,1.0,0.6,0.6
1219,1219,SRPK2,0.0002348561113905,TouretteSyndrome,ENSG00000135250,Tier 1,SRPK2,7,104751151.0,105039755.0,-1.0,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],1.0,1.0,0.6,0.6
1219,1219,SRPK2,0.0002348561113905,UnipolarDepression,ENSG00000135250,Tier 1,SRPK2,7,104751151.0,105039755.0,-1.0,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],1.0,1.0,0.6,0.6
1220,1220,KDM3B,0.0002348561113905,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1220,1220,KDM3B,0.0002348561113905,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1220,1220,KDM3B,0.0002348561113905,OCD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1220,1220,KDM3B,0.0002348561113905,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1220,1220,KDM3B,0.0002348561113905,TouretteSyndrome,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1220,1220,KDM3B,0.0002348561113905,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1221,1221,PKN2,0.0002348561113905,OCD,ENSG00000065243,Tier 1,PKN2,1,89149905.0,89301938.0,1.0,protein kinase N2 [Source:HGNC Symbol;Acc:9406],2.0,1.0,0.6,0.6
1231,1231,ETV5,0.0002341341050493,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1234,1234,DYRK1A,0.0002337822671219,PD,ENSG00000157540,Tier 1,DYRK1A,21,38738092.0,38889753.0,1.0,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:3091],0.0,1.0,0.6,0.6
1236,1236,CHRM2,0.0002337822671219,MajorDepressiveDisorder,ENSG00000181072,Tier 1,CHRM2,7,136553416.0,136705002.0,1.0,"cholinergic receptor, muscarinic 2 [Source:HGNC Symbol;Acc:1951]",1.0,1.0,1.0,0.6
1236,1236,CHRM2,0.0002337822671219,UnipolarDepression,ENSG00000181072,Tier 1,CHRM2,7,136553416.0,136705002.0,1.0,"cholinergic receptor, muscarinic 2 [Source:HGNC Symbol;Acc:1951]",1.0,1.0,1.0,0.6
1237,1237,CILK1,0.0002337822671219,PartialEpilepsy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1238,1238,CHRM4,0.0002337822671219,Schizophrenia,ENSG00000180720,Tier 1,CHRM4,11,46406640.0,46408107.0,-1.0,"cholinergic receptor, muscarinic 4 [Source:HGNC Symbol;Acc:1953]",0.0,1.0,1.0,0.6
1243,1243,AKT3,0.0002305295535396,AnorexiaNervosa,ENSG00000117020,Tier 1,AKT3,1,243651535.0,244014381.0,-1.0,v-akt murine thymoma viral oncogene homolog 3 [Source:HGNC Symbol;Acc:393],1.0,1.0,0.6,0.6
1243,1243,AKT3,0.0002305295535396,Schizophrenia,ENSG00000117020,Tier 1,AKT3,1,243651535.0,244014381.0,-1.0,v-akt murine thymoma viral oncogene homolog 3 [Source:HGNC Symbol;Acc:393],1.0,1.0,0.6,0.6
1248,1248,PTGER4,0.0002278190359408,MS,ENSG00000171522,Tier 1,PTGER4,5,40679600.0,40693837.0,1.0,prostaglandin E receptor 4 (subtype EP4) [Source:HGNC Symbol;Acc:9596],1.0,1.0,0.6,0.6
1252,1252,LTBP3,0.0002221440876437,UnipolarDepression,ENSG00000168056,Tier 3A,LTBP3,11,65306276.0,65326401.0,-1.0,latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:6716],3.0,0.6,1.0,0.6
